Application ID,Age,Gender,Marital Status (at the time of application),No of dependents,Income,Education,Profession ,Type of residence,No of months in current residence,No of months in current company,Performance Tag
191692360,45,M,Married,3,35,Bachelor,SAL,Rented,47,5,0
291429684,36,M,Single,3,37,Professional,SE,Owned,45,15,0
855876558,45,M,Married,4,4.5,Bachelor,SE_PROF,Rented,74,5,0
435565949,56,M,Married,1,25,Professional,SAL,Rented,44,31,0
540864280,43,M,Married,4,36,Bachelor,SE_PROF,Rented,6,36,0
971610295,36,M,Married,3,7,Others,SAL,Rented,93,69,0
172076090,40,M,Married,4,35,Masters,SAL,Rented,17,31,1
256087048,60,M,Married,5,41,Masters,SAL,Rented,41,42,0
216748527,41,M,Married,1,40,Phd,SE,Rented,73,68,1
406952542,28,M,Married,2,26,Professional,SAL,Living with Parents,55,10,0
886686715,61,F,Married,3,40,Masters,SAL,Rented,7,17,0
661310210,64,F,Married,2,25,Professional,SAL,Owned,6,51,0
358408912,30,M,Single,3,8,Professional,SAL,Living with Parents,15,37,0
577173412,37,M,Married,5,4.5,Professional,SE_PROF,Rented,21,72,0
652277145,33,M,Married,2,6,Professional,SE_PROF,Rented,94,11,0
303505131,33,M,Married,2,7,Masters,SAL,Company provided,115,26,0
624785304,54,M,Single,5,22,Masters,SE,Rented,24,3,0
343300475,39,M,Married,5,14,Bachelor,SE_PROF,Rented,56,4,0
312961763,41,F,Married,4,26,Professional,SE_PROF,Owned,6,12,1
575860973,60,M,Married,1,9,Masters,SAL,Rented,96,48,0
268995035,33,M,Married,1,21,Bachelor,SAL,Rented,7,68,0
997517482,61,M,Married,5,5,Masters,SAL,Rented,76,38,0
502965097,35,F,Married,3,4.5,Bachelor,SAL,Owned,95,65,0
615647896,28,F,Married,3,9,Professional,SAL,Living with Parents,10,67,0
103512573,41,F,Married,4,10,Professional,SAL,Rented,73,23,0
963902716,41,M,Married,4,10,Masters,SE,Rented,68,18,0
86099342,33,M,Married,3,12,Professional,SE,Living with Parents,114,41,0
121704013,42,M,Married,4,23,Masters,SAL,Rented,44,19,0
184317220,59,F,Married,5,20,Masters,SAL,Rented,11,22,0
438090032,54,M,Married,3,40,Masters,SE_PROF,Rented,6,54,0
881024707,30,M,Married,1,12,Bachelor,SAL,Rented,33,46,0
231781981,44,F,Married,5,16,Professional,SAL,Rented,28,44,0
393016586,47,M,Married,1,18,Professional,SAL,Rented,46,37,0
215069355,55,M,Married,4,32,Professional,SE,Rented,56,35,0
86146916,49,M,Married,3,55,Masters,SAL,Rented,6,35,1
734072592,44,M,Married,3,29,Bachelor,SAL,Owned,37,64,0
915538203,39,M,Married,3,23,Professional,SAL,Owned,104,27,0
827945590,46,F,Married,2,14,Professional,SE,Rented,26,22,0
583784134,29,M,Married,1,18,Professional,SE,Owned,74,3,0
854235850,29,M,Single,1,30,Professional,SE_PROF,Owned,10,58,0
372783607,33,F,Married,2,28,Professional,SE_PROF,Rented,61,34,0
649760768,61,M,Married,2,32,Bachelor,SAL,Rented,64,5,0
233450827,36,M,Married,5,23,Professional,SAL,Owned,75,8,0
342183977,56,M,Married,5,28,Bachelor,SE_PROF,Rented,114,8,0
322229924,55,M,Married,3,4.5,Bachelor,SE_PROF,Rented,101,55,0
288820374,42,M,Married,2,16,Bachelor,SAL,Rented,115,13,0
851654981,30,M,Married,3,27,Masters,SAL,Owned,14,14,0
232234488,56,F,Married,3,22,Masters,SAL,Rented,20,32,1
423972105,47,M,Married,1,4.5,Professional,SE_PROF,Rented,58,68,0
635235328,55,M,Married,1,14,Phd,SAL,Rented,64,38,1
321825304,38,M,Married,3,25,Masters,SAL,Rented,50,24,0
958835629,59,M,Married,5,31,Phd,SAL,Rented,81,31,0
313935115,42,F,Married,3,46,Bachelor,SE,Owned,6,29,0
442559421,45,M,Married,5,32,Masters,SAL,Rented,58,22,0
825257842,53,M,Married,3,12,Professional,SAL,Owned,50,28,1
94316072,40,F,Married,4,8,Professional,SE,Owned,27,51,0
12143925,36,M,Married,3,35,Masters,SAL,Rented,23,74,0
314575927,51,M,Married,1,31,Bachelor,SE_PROF,Rented,61,61,0
117866911,65,M,Married,4,26,Professional,SAL,Owned,116,21,0
332213022,56,F,Married,3,25,Masters,SAL,Rented,50,18,0
841112353,51,F,Married,4,4.5,Masters,SE_PROF,Rented,63,68,1
899431394,35,M,Single,5,6,Bachelor,SAL,Company provided,95,5,0
530573196,40,F,Married,5,54,Masters,SE,Owned,88,11,0
791940568,64,F,Married,4,20,Bachelor,SAL,Rented,28,4,0
664984423,29,M,Married,1,27,Phd,SE_PROF,Rented,24,19,0
864423481,49,M,Married,2,30,Masters,SE_PROF,Rented,43,3,0
874021427,33,M,Married,2,43,Professional,SAL,Living with Parents,15,24,0
794508950,55,M,Married,3,36,Masters,SAL,Rented,90,36,0
664971202,40,M,Married,1,41,Masters,SE_PROF,Rented,52,58,0
379549666,49,M,Married,1,48,Phd,SAL,Rented,61,3,0
470230517,56,M,Married,2,19,Bachelor,SE_PROF,Owned,15,75,0
697772505,60,M,Married,1,11,Professional,SAL,Rented,89,12,0
759769699,38,M,Married,4,4.5,Phd,SE_PROF,Rented,98,17,0
858641705,40,M,Married,4,27,Masters,SAL,Owned,67,73,0
765854093,31,M,Married,2,12,Professional,SAL,Rented,47,43,0
371199963,32,M,Married,3,31,Professional,SE_PROF,Owned,6,5,0
392730524,38,M,Married,3,33,Bachelor,SAL,Rented,63,30,0
934453249,41,M,Married,1,42,Masters,SE_PROF,Rented,63,3,0
796612653,52,M,Married,3,47,Phd,SAL,Rented,66,73,0
293672387,45,F,Married,2,17,Masters,SAL,Rented,87,11,0
955061766,63,M,Married,4,23,Professional,SAL,Owned,16,36,0
766665648,51,F,Married,5,13,Masters,SE,Rented,44,11,0
398589448,43,M,Married,5,25,Masters,SAL,Rented,6,33,0
596817119,53,M,Married,1,21,Bachelor,SAL,Rented,67,24,0
715476417,46,M,Married,3,10,Professional,SAL,Rented,51,35,0
947315426,38,M,Married,5,4.5,Masters,SE,Owned,81,62,0
980592443,38,M,Married,5,6,Phd,SE,Rented,7,72,0
420798490,45,M,Married,4,43,Professional,SAL,Owned,117,52,0
166973504,44,M,Single,3,27,Bachelor,SAL,Owned,80,47,0
689497096,59,F,Married,3,35,Masters,SAL,Rented,6,31,0
580979064,53,F,Married,4,7,Professional,SAL,Owned,63,73,0
734956278,45,M,Married,1,30,Bachelor,SE,Owned,43,4,0
176402867,39,F,Married,4,41,Masters,SAL,Rented,16,42,0
414012835,51,F,Married,5,7,Professional,SE,Rented,100,43,0
429657070,49,M,Single,4,6,Professional,SE_PROF,Rented,55,10,0
219885962,43,M,Married,4,32,Masters,SE,Rented,118,37,0
795720396,49,M,Married,1,8,Masters,SE_PROF,Rented,62,29,0
14330535,47,M,Married,2,7,Professional,SE_PROF,Rented,43,16,0
505447559,42,F,Married,1,16,Professional,SAL,Owned,29,33,0
299635198,54,M,Married,1,41,Professional,SAL,Company provided,13,23,0
244148009,31,M,Single,3,10,Professional,SE,Living with Parents,25,38,0
786317000,35,M,Married,5,7,Masters,SAL,Rented,60,35,0
814292420,54,M,Married,2,10,Bachelor,SAL,Rented,58,23,0
758062104,45,M,Married,5,29,Professional,SAL,Rented,59,72,0
784488174,37,M,Married,2,37,Masters,SAL,Rented,78,58,0
82858630,36,M,Single,5,4.5,Bachelor,SAL,Rented,22,35,0
495643196,55,M,Married,4,23,,SAL,Company provided,30,9,1
847491400,51,M,Married,3,22,Professional,SAL,Rented,116,42,0
486740002,46,F,Married,3,15,Bachelor,SAL,Rented,57,50,0
743155191,53,M,Married,4,12,Phd,SE,Rented,64,22,0
49622000,59,M,Married,2,4.5,Bachelor,SE_PROF,Rented,50,6,0
736770688,50,M,Married,1,45,Professional,SE_PROF,Owned,84,8,0
203300615,37,M,Married,4,43,Professional,SAL,Rented,109,11,0
488281373,43,M,Married,1,4.5,Professional,SE,Rented,38,49,0
180890189,52,F,Married,1,34,Masters,SE_PROF,Rented,6,11,0
513352239,63,M,Married,5,13,Bachelor,SAL,Owned,6,59,0
712609424,27,M,Married,2,31,Masters,SE,Rented,21,3,1
261774395,46,M,Married,4,55,Masters,SAL,Rented,62,20,0
551105157,50,M,Married,1,47,Professional,SAL,Owned,6,68,0
190544131,59,M,Married,4,36,Masters,SAL,Rented,73,12,0
719449506,47,M,Married,2,13,Masters,SAL,Rented,80,31,0
387205837,52,M,Married,3,54,Masters,SAL,Rented,8,30,0
439609784,48,M,Married,1,23,Bachelor,SAL,Rented,16,12,0
403996152,52,F,Married,5,19,,SAL,Rented,103,16,0
911099110,45,M,Married,5,55,Masters,SE_PROF,Rented,17,56,0
729330430,29,F,Single,2,4.5,Masters,SAL,Rented,12,52,0
758466965,57,M,Married,2,32,Bachelor,SAL,Owned,60,62,0
157573743,44,M,Married,4,19,Bachelor,SAL,Rented,39,28,0
369272966,42,M,Married,3,38,Masters,SE_PROF,Rented,54,17,0
799722786,56,M,Married,2,30,Phd,SE,Rented,24,38,0
420378573,37,M,Married,4,4.5,Bachelor,SE_PROF,Owned,34,38,0
52133924,53,M,Married,1,17,Masters,SAL,Rented,54,12,0
295195671,47,M,Married,3,7,Phd,SAL,Rented,45,36,0
406217814,55,M,Married,2,59,Professional,SE,Rented,73,33,0
236794561,51,M,Married,1,48,Professional,SAL,Rented,23,17,0
60401811,35,M,Married,1,29,Masters,SE_PROF,Rented,112,37,0
245622871,64,M,Married,1,41,Bachelor,SE,Rented,28,72,0
834749505,54,M,Married,3,4.5,Masters,SAL,Rented,33,24,0
541647180,53,F,Married,1,4.5,Professional,SE_PROF,Rented,21,57,0
245417937,28,M,Single,1,21,Professional,SAL,Owned,21,27,0
529786090,44,F,Single,4,58,Masters,SE,Owned,90,5,0
547420058,36,M,Single,3,15,Masters,SAL,Rented,123,45,0
861514709,51,M,Married,5,7,Masters,SE,Rented,117,46,0
9618680,54,M,Married,5,32,Masters,SE_PROF,Rented,27,20,0
537273423,59,M,Married,3,4.5,Professional,SAL,Owned,36,19,0
305504529,40,M,Married,3,20,Professional,SE_PROF,Rented,35,71,0
939341223,45,M,Married,3,20,Bachelor,SAL,Rented,52,22,0
916614159,40,M,Married,2,20,Bachelor,SAL,Rented,9,37,0
273173769,57,M,Married,2,45,Professional,SE,Owned,6,58,0
634620357,44,M,Single,2,31,Phd,SAL,Rented,40,6,0
768480056,30,M,Single,1,28,Professional,SE,Rented,91,22,0
254564493,38,M,Single,5,18,Masters,SE,Owned,55,62,0
133611056,40,M,Married,1,45,Professional,SAL,Rented,37,61,0
718797104,57,M,Married,2,5,Masters,SAL,Owned,85,40,0
429230551,46,F,Married,4,4.5,Masters,SAL,Owned,6,58,1
27079282,33,F,Married,3,17,Bachelor,SE,Rented,23,47,0
886459831,29,M,Married,3,7,Masters,SE_PROF,Rented,80,5,1
566325975,62,M,Married,1,15,Masters,SE,Rented,23,5,1
927265151,37,F,Single,5,4.5,Professional,SE_PROF,Rented,49,16,0
236609420,43,F,Single,3,14,Professional,SE_PROF,Rented,8,26,0
301150945,55,M,Married,3,13,Professional,SE,Rented,6,64,0
462381853,42,M,Married,2,18,Masters,SAL,Rented,33,42,0
117959989,38,M,Married,2,12,Phd,SAL,Rented,11,39,0
123466608,52,M,Married,5,56,Bachelor,SAL,Rented,23,31,0
825492912,52,M,Married,3,31,Professional,SAL,Rented,60,37,0
503859432,29,F,Single,2,32,Professional,SE_PROF,Living with Parents,64,4,0
410313131,46,M,Married,2,10,Bachelor,SE_PROF,Owned,58,74,0
550328893,50,M,Married,4,22,Professional,SE_PROF,Rented,48,35,0
310168871,39,M,Married,1,17,Others,SE,Owned,96,50,0
90905004,49,M,Married,1,37,Professional,SAL,Rented,38,58,0
861098357,43,M,Married,3,33,Bachelor,SE_PROF,Rented,45,54,0
232966336,57,M,Married,2,6,Masters,SE,Rented,33,33,0
925662223,48,M,Married,5,60,Masters,SE,Rented,24,13,0
370532556,42,F,Single,3,27,Bachelor,SE,Rented,48,29,0
454512227,40,M,Married,4,12,Professional,SE_PROF,Rented,8,68,0
856479581,53,F,Married,2,4.5,Professional,SAL,Rented,55,51,0
374052038,52,M,Married,4,12,Masters,SE,Rented,125,7,0
638179925,41,M,Married,1,46,Bachelor,SAL,Rented,21,42,1
9960978,43,M,Married,5,10,Bachelor,SAL,Rented,26,48,0
630568161,39,M,Single,3,4.5,Masters,SE,Rented,30,32,0
844299767,32,M,Married,3,36,Masters,SE_PROF,Living with Parents,110,23,0
137473200,35,M,Married,5,39,Masters,SE_PROF,Rented,61,21,0
333009125,27,M,Married,3,25,Professional,SAL,Living with Parents,31,49,0
269285179,45,M,Married,4,4.5,Professional,SE_PROF,Rented,43,60,0
933521952,63,F,Married,2,45,Bachelor,SAL,Rented,47,19,0
236704298,39,F,Married,1,4.5,Professional,SAL,Owned,53,39,0
415259227,45,F,Married,3,26,Bachelor,SE,Rented,37,75,0
649579789,36,F,Married,4,39,Bachelor,SAL,Rented,98,3,0
374540958,46,F,Married,4,23,Professional,SAL,Rented,6,75,0
482459223,47,M,Married,5,19,Professional,SAL,Rented,65,51,0
722366234,35,M,Married,1,18,Masters,SE,Rented,78,13,0
647045727,45,M,Married,3,4.5,Professional,SAL,Rented,51,17,0
244530591,28,M,Married,3,4.5,Bachelor,SAL,Rented,89,46,0
338538297,51,M,Married,3,4.5,Professional,SAL,Rented,71,33,0
8440845,44,M,Married,5,15,Masters,SAL,Rented,69,36,0
775746788,42,M,Single,1,43,Masters,SE,Owned,22,41,0
198947611,50,M,Married,1,24,,SAL,Rented,42,41,0
38842976,58,M,Married,4,32,Masters,SE,Rented,34,42,0
472133201,27,M,Married,1,37,Masters,SAL,Living with Parents,76,19,0
238245789,42,M,Married,4,16,Professional,SAL,Rented,18,71,0
932074464,29,M,Married,3,13,Masters,SE,Owned,48,20,0
412823168,50,M,Married,4,10,Professional,SAL,Owned,13,55,0
864974443,40,M,Married,5,42,Professional,SE_PROF,Owned,20,17,0
224885255,56,M,Married,2,27,Masters,SAL,Rented,16,13,0
676356489,39,M,Single,5,4.5,Bachelor,SAL,Rented,98,3,0
799175930,37,M,Married,2,14,Professional,SE_PROF,Rented,6,75,0
707292730,43,M,Single,3,47,Professional,SAL,Rented,82,19,0
910623154,34,M,Married,3,23,Masters,SAL,Rented,6,60,0
601222967,38,M,Married,4,41,Professional,SAL,Owned,44,18,0
532735633,51,M,Married,5,30,Masters,SAL,Owned,102,13,0
761310822,35,M,Married,3,27,Bachelor,SE_PROF,Rented,51,53,0
104776609,56,F,Married,2,8,Professional,SE_PROF,Owned,33,28,0
642095917,34,M,Married,3,10,Bachelor,SAL,Rented,109,9,0
361347211,48,M,Married,4,28,Professional,SAL,Rented,74,9,0
273251828,63,M,Married,5,23,Bachelor,SAL,Rented,55,13,0
8035136,53,F,Married,2,51,Bachelor,SAL,Rented,6,65,0
393609234,58,M,Married,4,46,Bachelor,SE_PROF,Rented,62,22,0
743986502,40,F,Single,3,56,Professional,SAL,Owned,22,3,0
640788584,40,M,Married,4,42,Masters,SE_PROF,Rented,78,6,0
47413940,55,M,Married,4,50,Masters,SAL,Rented,7,70,0
905475686,40,F,Single,1,21,Bachelor,SAL,Rented,75,13,1
973899550,54,M,Married,5,48,Masters,SAL,Rented,6,70,0
81556295,43,M,Married,4,24,Professional,SAL,Rented,65,41,0
929193199,53,M,Married,2,47,Professional,SE,Rented,81,44,0
644501251,28,M,Single,2,25,Bachelor,SE,Owned,108,64,0
644244355,40,F,Married,1,13,,SAL,Rented,70,24,0
826504598,47,F,Married,2,10,Masters,SAL,Owned,24,62,0
816325866,54,F,Married,4,4.5,Bachelor,SAL,Rented,93,26,0
256295714,58,M,Married,5,17,Professional,SE,Rented,24,36,0
804409487,54,M,Married,5,4.5,Bachelor,SE,Rented,29,58,0
971072756,51,M,Married,5,30,Professional,SAL,Rented,9,48,0
815119600,51,M,Married,2,28,Professional,SE_PROF,Owned,92,35,0
272975507,50,M,Married,4,37,Phd,SAL,Owned,31,19,0
39044110,58,M,Married,5,5,Bachelor,SE_PROF,Rented,18,60,0
181428883,53,M,Married,5,34,Masters,SE_PROF,Rented,21,21,0
615988062,50,M,Married,5,4.5,Professional,SE,Rented,43,48,0
749441018,59,M,Married,1,6,Masters,SAL,Owned,72,22,0
230029424,62,M,Married,3,29,Professional,SAL,Rented,69,53,0
165348759,63,F,Married,1,4.5,Professional,SAL,Rented,27,37,0
701439080,43,M,Married,1,53,Masters,SAL,Rented,7,49,0
982315292,55,M,Married,4,54,Professional,SE_PROF,Rented,38,16,0
586247044,51,M,Married,4,13,Professional,SAL,Rented,60,18,0
57749782,30,M,Married,1,42,Professional,SAL,Owned,80,15,0
575512066,55,M,Married,5,29,Professional,SE,Rented,117,26,0
116075078,45,M,Married,3,34,Masters,SAL,Rented,32,33,0
198346617,28,M,Married,1,21,Masters,SE,Rented,70,44,0
883819488,28,F,Married,1,14,Professional,SE_PROF,Rented,104,69,0
248429077,53,M,Married,3,33,Professional,SAL,Owned,109,30,0
399151751,54,M,Single,3,33,Masters,SE_PROF,Rented,57,13,0
363426964,53,M,Married,5,9,Professional,SAL,Rented,90,33,0
542770907,27,M,Single,1,41,Professional,SAL,Rented,76,47,1
244875043,53,M,Married,1,15,Masters,SAL,Rented,42,45,0
452659137,56,M,Single,5,25,Professional,SAL,Rented,123,18,0
178920604,41,M,Married,4,24,Professional,SAL,Rented,53,68,0
576689378,49,M,Married,1,34,Bachelor,SAL,Owned,6,39,0
707408026,37,M,Married,3,4.5,Masters,SE_PROF,Rented,26,29,0
172936837,41,F,Married,5,4.5,Professional,SAL,Rented,66,37,0
117188422,34,F,Single,1,9,Phd,SAL,Owned,107,32,0
66942091,45,F,Married,5,39,Phd,SE_PROF,Rented,105,3,0
643064828,49,M,Married,4,16,Masters,SAL,Rented,45,36,1
149726215,59,F,Married,1,7,Masters,SAL,Owned,90,29,0
939120751,48,M,Married,1,41,Professional,SE,Rented,107,47,0
731757763,37,M,Married,1,10,Bachelor,SE,Rented,14,54,0
426695674,33,M,Married,1,20,Masters,SE_PROF,Living with Parents,6,72,0
418896841,38,F,Married,4,15,Bachelor,SAL,Rented,102,31,0
15066036,37,M,Married,2,32,Professional,SAL,Rented,44,9,0
665326736,50,M,Single,3,54,Phd,SE_PROF,Rented,6,3,0
72542483,45,M,Married,5,40,Professional,SAL,Owned,55,25,0
366585908,41,M,Married,1,39,Masters,SAL,Rented,49,11,0
340867729,31,M,Married,1,4.5,Bachelor,SE,Owned,34,69,0
439011665,37,M,Married,2,16,Professional,SAL,Rented,33,51,0
268829224,27,M,Single,3,4.5,Professional,SAL,Rented,106,42,0
81026867,44,M,Married,3,17,Phd,SE_PROF,Owned,13,23,0
157785695,27,M,Single,3,4.5,Phd,SE_PROF,Rented,112,15,0
878628770,57,M,Single,5,19,Masters,SAL,Owned,8,43,0
674833663,50,M,Married,3,17,Bachelor,SAL,Company provided,33,65,0
865075583,40,M,Married,2,4.5,Professional,SAL,Rented,43,23,0
73359232,56,M,Married,1,12,Masters,SAL,Rented,25,30,0
547320159,40,M,Married,3,27,Professional,SE_PROF,Rented,17,40,0
97337749,39,M,Married,5,9,Professional,SAL,Owned,29,67,0
452400203,38,M,Single,2,17,Masters,SE_PROF,Rented,113,43,0
594150704,34,M,Married,1,10,Professional,SAL,Rented,105,28,0
912106676,43,M,Single,5,35,Professional,SAL,Rented,75,3,0
241159543,38,M,Married,3,42,Masters,SE_PROF,Rented,38,45,1
699076174,47,M,Single,4,9,Masters,SAL,Rented,61,58,0
388966618,51,M,Single,5,20,Phd,SAL,Owned,55,6,0
44120857,41,M,Married,1,57,Masters,SAL,Rented,75,3,0
55664452,47,M,Married,1,52,Masters,SAL,Rented,15,3,0
304292047,61,M,Married,2,34,Bachelor,SE_PROF,Rented,43,29,0
231234241,41,M,Married,2,59,Professional,SE_PROF,Owned,42,17,0
282362028,34,M,Single,1,8,Professional,SAL,Rented,27,24,0
966673021,36,M,Married,5,13,Phd,SE_PROF,Owned,29,28,0
529084235,51,M,Married,4,31,Bachelor,SE_PROF,Rented,23,3,0
812203649,32,M,Single,1,41,Phd,SE_PROF,Rented,43,65,0
962760597,54,M,Married,1,18,Masters,SAL,Rented,79,48,0
189437893,58,F,Married,4,38,Masters,SE_PROF,Rented,45,30,0
420314648,41,M,Married,4,28,Professional,SE,Rented,22,32,0
833174964,37,M,Married,5,32,Bachelor,SE_PROF,Rented,109,33,0
476128778,52,M,Married,3,24,Professional,SAL,Rented,16,38,0
227111476,44,M,Married,3,41,Professional,SE_PROF,Rented,17,64,0
485100625,65,M,Married,2,13,Professional,SE_PROF,Rented,115,25,0
415478220,37,F,Married,2,34,Masters,SAL,Rented,6,17,0
386286139,51,M,Married,3,4.5,Professional,SAL,Rented,20,70,0
966149345,27,M,Single,3,31,Bachelor,SAL,Rented,6,62,0
258081798,27,M,Married,2,9,Professional,SE,Rented,87,33,0
966457151,42,F,Single,3,36,Masters,SAL,Owned,80,3,1
48433224,38,M,Married,2,21,Professional,SE_PROF,Rented,74,10,0
272633458,31,M,Married,2,22,Masters,SE,Rented,66,24,0
846472838,53,M,Married,2,8,Phd,SAL,Owned,37,73,1
838776749,41,M,Married,4,31,Professional,SAL,Rented,65,24,0
439255804,63,M,Married,5,7,Professional,SE,Rented,36,44,0
995166906,65,M,Married,5,24,Professional,SAL,Rented,34,33,0
483650862,37,M,Married,1,21,Masters,SAL,Rented,109,59,0
535882152,27,M,Married,2,30,Bachelor,SAL,Rented,25,26,0
986951368,48,M,Single,4,37,Masters,SE_PROF,Rented,50,17,0
258684212,48,M,Married,3,16,Professional,SE,Rented,18,51,0
594671595,46,M,Married,5,24,Professional,SAL,Rented,23,18,0
815633315,61,M,Married,4,24,Professional,SE,Rented,61,20,0
778301090,47,M,Married,5,17,Bachelor,SAL,Owned,9,31,0
189001616,37,F,Married,1,38,Masters,SAL,Rented,6,20,0
121077789,33,M,Married,2,8,Bachelor,SAL,Living with Parents,93,75,0
62975265,53,F,Married,3,40,Masters,SAL,Rented,28,40,0
232014261,37,F,Married,4,20,Professional,SE,Rented,77,27,1
539402139,39,M,Married,4,10,Masters,SE,Rented,42,17,0
329768932,50,M,Married,2,7,Masters,SE,Rented,62,4,0
701409019,55,M,Married,5,4.5,Bachelor,SE_PROF,Owned,65,64,0
346262929,49,M,Married,4,29,Bachelor,SE,Rented,6,31,0
103388570,44,M,Married,3,52,Bachelor,SE,Rented,11,62,0
816679770,38,M,Married,5,10,Bachelor,SE_PROF,Rented,38,40,0
853941214,42,M,Married,2,10,Bachelor,SE,Rented,65,39,0
66345651,44,M,Married,1,31,Professional,SE,Rented,108,65,0
896704259,50,M,Married,2,54,Bachelor,SE,Rented,8,61,0
91960732,52,F,Single,5,11,Bachelor,SE,Rented,80,24,0
921431965,63,M,Single,3,44,Phd,SAL,Owned,13,13,0
668920088,40,M,Married,2,33,Professional,SAL,Rented,78,8,0
277004193,51,F,Married,5,31,Bachelor,SE,Rented,61,34,0
349233063,51,M,Married,3,38,Bachelor,SE,Rented,120,31,0
488667386,48,M,Single,3,11,Bachelor,SE,Owned,77,15,0
816353449,45,M,Married,2,20,Bachelor,SE_PROF,Rented,19,15,0
627620871,58,M,Married,4,16,Bachelor,SE_PROF,Rented,60,45,0
920358962,54,M,Married,2,49,Masters,SAL,Rented,6,11,0
103789719,36,F,Married,5,4.5,Bachelor,SAL,Rented,91,40,0
117474172,37,M,Married,2,40,Bachelor,SAL,Rented,42,3,0
414484647,40,M,Married,4,16,Professional,SAL,Owned,28,22,0
856641991,65,F,Married,1,43,Bachelor,SAL,Rented,24,46,0
902965314,53,M,Married,3,11,Bachelor,SAL,Owned,75,63,0
200659236,34,M,Married,1,23,Masters,SAL,Rented,59,14,0
482218753,39,F,Married,5,8,Masters,SAL,Company provided,43,36,0
865984508,44,M,Married,4,13,Professional,SAL,Rented,31,28,0
799127473,51,M,Single,3,8,Professional,SAL,Rented,24,65,0
818887340,55,F,Married,1,34,Masters,SAL,Rented,98,10,0
726917287,53,F,Married,4,4.5,Masters,SAL,Owned,100,4,1
661796212,49,F,Married,4,9,Professional,SAL,Owned,24,55,0
638547002,55,M,Married,2,58,Masters,SAL,Rented,77,39,0
26846405,39,M,Married,2,7,Masters,SAL,Rented,120,67,0
404945397,47,M,Married,5,49,Masters,SAL,Rented,36,19,0
695463245,39,M,Married,5,12,Bachelor,SE,Rented,80,5,0
802733194,42,M,Married,3,5,Professional,SE_PROF,Rented,38,37,0
27763389,36,M,Single,2,11,Professional,SAL,Rented,15,53,0
458343070,32,M,Married,1,13,Professional,SAL,Rented,74,75,0
11705272,38,M,Married,2,18,Professional,SAL,Rented,63,17,0
463312614,53,M,Married,3,9,Masters,SE,Owned,118,12,0
564382984,60,F,Married,5,21,Professional,SE,Rented,47,25,0
663623236,49,M,Married,4,15,Professional,SAL,Owned,70,6,0
282445802,31,M,Single,1,26,Masters,SE_PROF,Rented,123,45,0
866373098,32,M,Married,2,4.5,Masters,SE,Rented,108,56,0
18310330,48,F,Married,3,21,Masters,SAL,Rented,112,29,0
539332359,48,M,Single,1,12,Professional,SE_PROF,Owned,67,28,0
188761477,39,M,Married,4,41,Masters,SE_PROF,Rented,122,10,0
654282269,46,M,Married,2,27,Bachelor,SAL,Rented,11,51,0
846097376,51,M,Married,1,46,Bachelor,SE,Rented,8,57,0
70197653,50,M,Married,2,40,Professional,SAL,Rented,14,11,0
914904492,42,F,Married,4,5,Bachelor,SAL,Rented,101,51,0
766576217,56,M,Married,1,41,Masters,SE_PROF,Owned,47,39,0
727408853,55,M,Single,4,21,Masters,SAL,Rented,32,59,0
313480586,36,M,Married,5,25,Bachelor,SAL,Rented,71,55,0
469140510,46,F,Married,2,27,Professional,SAL,Rented,76,14,1
294807019,41,M,Married,4,34,Masters,SAL,Owned,25,14,0
861992344,42,M,Married,5,5,Masters,SE_PROF,Rented,105,35,0
633550662,44,M,Married,4,22,Professional,SAL,Rented,7,35,0
31402081,48,M,Married,4,45,Phd,SAL,Owned,111,12,0
918767646,44,M,Married,3,4.5,Bachelor,SAL,Rented,64,25,1
469055280,50,F,Married,5,41,Professional,SAL,Rented,48,35,1
786414777,28,M,Single,1,40,Bachelor,SE_PROF,Rented,61,25,0
19028250,37,F,Married,1,17,Masters,SAL,Rented,39,37,0
650860965,32,M,Married,1,10,Bachelor,SE_PROF,Living with Parents,90,32,0
748057874,42,M,Married,4,18,Masters,SAL,Owned,35,38,0
113084539,46,M,Single,5,4.5,Professional,SAL,Rented,65,41,0
425607657,37,M,Married,5,34,Professional,SE_PROF,Owned,7,9,0
685720479,60,M,Married,4,42,Phd,SE,Rented,99,8,0
55688915,38,M,Married,2,4.5,Masters,SE_PROF,Rented,55,6,0
960609245,44,M,Married,3,16,Bachelor,SAL,Rented,6,51,0
882763170,36,M,Married,3,30,Phd,SAL,Rented,43,25,0
421211767,37,F,Married,5,19,Masters,SE_PROF,Owned,15,59,0
484388386,27,M,Single,2,28,Bachelor,SE,Rented,15,42,0
127930466,40,M,Married,4,54,Professional,SAL,Rented,107,19,0
656346258,28,M,Married,1,19,Professional,SAL,Living with Parents,37,20,1
753184340,46,F,Single,1,32,Professional,SAL,Owned,63,41,0
147236291,46,M,Married,5,5,Masters,SE_PROF,Rented,98,20,0
732921456,42,M,Married,3,57,Masters,SAL,Rented,120,22,0
323916824,59,M,Married,4,37,Bachelor,SE_PROF,Rented,28,43,0
355403138,36,M,Married,3,31,Professional,SAL,Rented,80,24,0
375087639,60,M,Married,3,34,Professional,SAL,Owned,78,12,0
878096294,50,M,Married,5,15,Masters,SAL,Owned,44,9,0
214825488,33,M,Single,2,7,Professional,SAL,Owned,67,45,0
333014975,64,M,Married,5,12,Masters,SAL,Rented,82,22,0
