Application ID,No of times 90 DPD or worse in last 6 months,No of times 60 DPD or worse in last 6 months,No of times 30 DPD or worse in last 6 months,No of times 90 DPD or worse in last 12 months,No of times 60 DPD or worse in last 12 months,No of times 30 DPD or worse in last 12 months,Avgas CC Utilization in last 12 months,No of trades opened in last 6 months,No of trades opened in last 12 months,No of PL trades opened in last 6 months,No of PL trades opened in last 12 months,No of Inquiries in last 6 months (excluding home & auto loans),No of Inquiries in last 12 months (excluding home & auto loans),Presence of open home loan,Outstanding Balance,Total No of Trades,Presence of open auto loan,Performance Tag
536158090,0,0,0,0,1,0,27,4,11,3,6,2,2,0,1152214,12,0,0
523477252,0,0,0,0,0,0,41,3,10,3,7,3,5,0,1331923,13,0,0
971282467,0,0,0,0,0,0,44,4,7,2,2,2,4,0,463527,10,1,0
704018348,0,0,0,0,0,0,64,3,9,2,4,1,2,0,820358,9,0,0
381846749,0,0,1,0,0,2,75,2,7,2,4,3,5,0,799101,9,0,0
645130477,0,0,0,0,1,0,18,2,6,1,4,3,6,0,814286,8,0,0
962092301,0,0,0,1,0,1,41,3,8,2,4,3,5,1,3637128,9,0,0
844810988,1,1,2,1,1,2,7,0,3,0,2,1,1,0,398463,6,0,0
633921353,1,1,1,1,1,1,37,3,8,2,4,3,6,1,3694856,9,0,0
77170570,1,1,1,1,1,1,46,2,7,2,3,2,4,0,584218,7,0,0
939857777,0,0,0,0,0,0,69,2,7,1,4,1,4,0,808101,8,0,0
131794883,1,1,2,1,2,2,34,4,9,3,4,2,4,0,773802,11,0,0
391298554,0,0,0,0,0,0,38,3,8,2,3,3,5,0,582813,9,0,0
627733987,1,1,1,2,2,1,47,2,5,2,3,3,4,0,614988,6,0,0
768321189,0,1,1,0,1,1,8,3,7,2,4,1,2,0,784987,9,0,0
732882655,0,0,0,0,0,1,57,2,7,2,4,2,4,0,816408,8,0,0
73308439,0,0,0,0,0,0,36,1,3,0,1,2,3,0,226292,6,0,1
244604010,0,0,0,1,0,0,11,3,6,2,3,3,3,0,678654,6,0,0
571834245,0,0,0,0,0,0,22,3,6,2,3,1,2,0,643501,8,0,0
994445035,0,0,0,0,0,0,42,4,9,2,5,1,3,0,966633,10,0,0
567217182,0,0,0,0,0,0,43,2,5,1,2,2,3,1,3317676,7,0,0
459058789,0,0,1,0,1,1,76,1,2,0,0,2,4,0,64738,4,0,0
218176955,1,1,1,2,2,1,41,3,6,2,3,1,4,1,3412873,7,0,1
603643102,1,1,1,1,1,1,12,0,4,0,3,0,3,0,623837,6,0,0
417386245,0,0,1,0,1,1,14,3,8,2,4,3,5,0,909555,10,0,0
463812115,1,2,2,1,3,2,52,3,8,2,3,3,4,0,567701,9,0,0
965896766,0,0,1,0,0,2,42,1,4,0,2,1,2,0,471653,4,0,0
349878902,1,1,1,1,2,1,54,0,4,0,3,2,3,0,619686,4,0,0
920419325,1,1,2,1,1,2,49,2,6,1,3,3,4,0,603566,6,0,0
946760605,1,1,1,1,1,2,45,4,11,3,6,1,4,0,1254137,12,0,0
369253809,0,0,0,0,0,0,26,3,8,2,4,2,4,0,775990,10,0,0
902242107,1,1,1,1,1,2,69,5,13,4,6,1,5,0,1237453,15,0,0
782747495,0,1,2,0,1,2,15,2,8,2,5,3,6,0,970498,11,0,0
715668510,0,0,0,0,0,0,31,1,3,1,2,1,3,0,451077,4,0,0
146289024,0,0,0,0,0,0,37,3,9,3,5,0,3,0,1020832,10,0,0
880484071,0,0,1,0,1,1,54,0,4,0,2,1,3,0,463801,5,0,0
474500879,1,2,3,1,2,3,46,2,4,1,2,1,3,0,407675,5,0,0
571132300,0,0,1,1,1,1,38,2,5,1,2,2,3,1,3256457,6,0,0
673492758,1,1,1,2,1,1,65,3,10,2,5,0,1,0,970964,13,0,0
3304650,1,1,1,1,1,2,28,2,4,1,1,2,3,0,275451,6,0,0
69994961,0,0,0,0,0,0,57,1,5,1,4,3,5,0,841694,6,0,0
407299119,0,0,0,0,0,0,16,4,10,3,5,3,5,1,3847234,12,0,0
351441694,1,1,1,2,1,1,44,3,8,2,4,1,2,0,765172,8,0,0
864848744,0,0,0,0,1,0,26,1,5,1,3,3,5,0,625147,6,0,0
567454353,0,0,1,1,0,1,13,3,9,3,5,1,3,0,979618,10,0,0
760636827,1,1,1,1,2,2,24,4,10,2,4,1,2,0,858368,11,0,0
800099281,0,1,1,1,1,1,66,4,8,3,4,2,3,1,4034736,9,1,0
498474972,0,0,0,0,0,0,60,1,5,1,3,3,6,0,649117,7,0,0
371207963,1,1,1,1,2,1,53,4,11,3,7,3,5,1,4405360,12,1,0
299934132,0,1,1,1,2,1,42,4,7,2,3,0,1,0,664281,8,1,0
239923840,0,0,0,0,0,1,53,5,11,4,5,3,3,0,982813,13,0,0
92128741,0,0,0,1,0,0,62,2,6,2,4,2,3,0,776225,7,0,0
681825405,0,0,0,0,1,0,63,3,8,2,4,0,2,0,808034,9,0,0
508151882,1,2,2,1,3,2,48,0,2,0,1,0,2,0,263181,3,0,0
290471394,0,0,1,0,0,1,28,2,4,1,2,2,2,0,400288,6,0,0
524556405,0,0,0,0,1,0,35,3,9,2,5,1,1,0,986160,10,0,0
505405344,0,0,0,0,0,0,33,0,1,0,0,3,3,0,4896,4,0,0
776429917,0,0,0,0,0,0,39,4,9,2,4,1,3,1,3605624,11,0,0
231656691,0,0,0,0,0,0,74,2,5,1,3,3,5,0,624530,6,0,0
707312437,0,0,0,0,0,0,46,4,10,3,5,1,4,1,3855791,12,0,0
263176973,0,0,0,0,1,0,42,1,6,1,4,0,2,0,763996,6,0,0
715699236,0,0,0,0,0,0,38,4,6,2,2,2,4,0,417120,9,0,0
546077751,1,1,1,1,1,1,40,3,8,2,4,2,3,0,776232,9,0,0
466950177,0,0,0,1,0,1,39,2,5,1,2,3,5,0,403241,6,0,0
251059559,0,0,0,0,0,0,44,3,6,2,2,2,6,0,411514,8,0,0
321347606,0,1,2,0,2,3,45,2,6,1,3,0,1,0,576575,7,0,0
874974697,1,1,1,1,1,1,30,4,9,3,4,2,3,0,832371,10,0,0
673836188,1,1,1,1,2,1,63,1,6,1,4,2,2,0,842740,9,0,0
379205964,0,0,1,1,1,2,30,4,10,3,6,1,4,0,1288982,12,0,0
739873733,0,0,0,0,0,0,46,1,3,1,1,1,2,0,240263,5,0,0
516753692,1,1,1,1,1,1,43,1,3,0,2,3,5,0,496124,5,0,0
775080183,0,0,1,0,0,1,45,0,2,0,1,3,4,0,246306,3,0,0
903746269,1,2,2,2,2,2,76,2,6,1,3,3,4,0,590685,7,0,0
731448899,0,0,0,1,0,0,32,3,7,2,3,3,6,1,3474100,8,0,0
753600686,0,0,0,0,0,1,53,2,6,2,4,1,4,0,757689,7,0,0
491274864,0,0,0,0,0,0,16,3,7,2,3,2,5,1,3417090,9,0,0
99953069,0,1,1,0,2,1,56,2,7,1,3,1,3,0,619020,8,0,0
460267528,0,0,0,0,0,0,49,2,5,2,2,3,5,1,3243904,7,0,0
581094642,0,0,0,0,1,0,21,2,6,2,3,3,4,0,606379,7,0,0
67734763,1,2,2,1,2,3,57,2,6,2,3,1,3,0,572847,7,0,0
624095046,0,0,0,0,0,0,54,3,10,3,6,2,4,0,1135382,12,0,0
862444321,0,0,0,0,1,1,41,3,9,3,5,1,3,0,954783,11,0,0
95257267,1,1,1,1,1,1,54,2,5,1,3,1,4,0,618263,6,0,0
774369026,1,1,1,1,1,1,28,4,11,3,5,2,5,0,968498,13,0,0
91145988,1,1,1,1,2,1,42,2,5,0,3,2,3,1,3454696,7,0,1
641662982,0,1,1,0,1,1,69,2,7,2,4,1,2,1,3709176,10,0,0
493718950,0,0,0,0,0,1,66,3,7,2,4,1,2,0,997424,9,1,0
436995830,0,0,1,1,0,1,77,3,7,2,4,2,3,0,811879,8,0,1
783715814,0,0,0,0,0,1,54,2,7,2,4,2,4,0,801419,9,0,0
554544368,0,0,1,0,0,1,61,1,3,1,2,2,4,0,441062,5,0,0
171375866,0,1,1,0,1,1,73,3,8,2,5,2,4,0,1096395,9,0,0
632220318,0,0,0,0,0,0,38,3,7,2,3,3,5,1,3405051,9,0,0
600292980,0,0,0,1,0,0,46,3,9,2,5,3,5,0,1008321,11,0,0
687595423,0,0,0,0,0,0,65,4,10,3,5,2,4,0,1301889,11,1,0
527797130,1,1,1,1,1,1,61,4,10,3,4,2,5,0,810113,11,0,0
784687855,0,0,1,1,0,2,40,3,8,2,4,1,3,0,839043,9,0,0
580876428,0,0,0,0,0,1,48,2,5,1,3,2,5,1,3452860,5,0,0
494007915,1,1,1,1,1,1,24,2,6,1,3,3,5,0,598365,8,0,0
276789967,0,1,1,0,2,1,45,4,10,3,5,1,4,0,972243,12,0,0
502960936,1,1,1,1,1,1,62,3,7,2,3,1,4,0,650354,9,0,0
706967051,0,0,0,0,0,0,29,3,8,2,5,2,2,0,1018756,11,0,0
293466206,1,1,1,2,1,1,65,3,9,3,5,3,4,1,3786072,10,0,0
291989334,0,0,0,1,0,0,59,1,3,1,1,2,4,0,223457,5,0,0
40819465,1,1,1,1,2,1,46,2,6,2,3,2,4,0,606049,7,0,0
929395873,0,0,0,1,0,0,56,0,4,0,3,0,0,0,575475,5,0,1
13240520,1,1,1,1,1,1,42,3,7,2,4,2,5,0,776033,8,0,0
364031008,1,2,2,1,3,2,66,2,6,1,3,4,6,0,645875,6,0,0
216651434,0,0,0,0,0,1,10,3,10,2,5,2,3,0,973606,11,0,0
534156608,0,0,0,1,0,0,47,3,7,3,3,3,5,0,655317,8,0,0
732719731,0,0,0,0,0,0,33,1,4,1,3,3,5,0,620172,7,0,0
37448281,1,1,2,1,1,2,43,3,7,2,3,2,6,0,658127,8,0,1
152986258,1,1,1,1,1,1,36,3,9,2,5,0,2,0,1253128,10,1,1
866348972,0,0,0,1,0,0,51,3,10,3,6,2,4,0,1178934,11,0,0
581662911,1,1,1,1,1,1,39,0,1,0,1,1,3,0,239619,3,0,0
353778611,1,1,1,2,1,2,38,3,8,2,4,2,5,0,759535,9,0,0
49210640,1,1,1,1,2,1,51,3,9,2,5,3,5,0,953634,12,0,0
891732035,1,1,1,1,1,1,44,2,4,1,2,1,2,0,444968,6,1,0
539662289,0,1,2,0,1,3,72,1,3,1,1,2,3,0,650420,6,1,0
266859910,1,1,2,1,2,2,26,4,10,3,5,1,3,1,3870160,12,0,0
339158077,0,0,0,0,0,1,72,4,10,3,5,2,2,0,982615,11,0,0
79928781,1,2,2,1,3,2,67,4,9,3,5,2,4,0,988911,10,0,0
123538139,0,0,0,0,1,0,34,4,8,2,3,2,4,0,637566,8,0,0
103197658,1,1,1,2,1,1,9,3,8,3,4,2,4,0,822232,9,0,0
708465840,1,1,1,1,1,1,49,3,8,2,5,1,4,0,1022471,9,0,0
757808648,1,1,2,1,2,2,81,3,6,1,3,1,2,0,577701,7,0,0
743423466,0,0,0,0,0,0,32,4,9,3,4,2,3,0,766115,11,0,0
529179418,0,0,0,0,1,0,48,1,2,1,1,3,5,0,212946,3,0,0
347170126,0,0,0,0,0,0,75,3,9,2,5,2,4,1,3841812,10,0,0
211352539,0,0,0,0,0,0,26,1,2,0,0,1,3,0,54611,4,0,0
143204293,0,0,0,0,1,0,74,1,5,1,4,0,1,0,766632,5,0,0
879629578,1,1,2,1,2,2,52,3,9,2,4,3,5,0,811985,11,0,0
226068729,0,0,1,0,0,1,5,4,9,3,4,0,2,0,877074,10,0,0
812981925,0,0,0,0,0,1,8,5,10,4,5,0,2,0,959467,11,0,0
778089711,1,1,1,1,2,2,22,3,10,3,6,2,3,0,1174985,10,0,0
815511502,1,1,1,1,1,1,38,2,6,1,3,1,4,1,3427061,8,0,0
636218054,0,0,1,0,0,1,4,4,9,2,4,2,3,0,807215,11,0,0
592106938,0,0,0,0,0,0,69,1,4,0,2,2,5,0,399914,6,0,0
612458439,1,1,1,1,1,1,60,0,2,0,2,2,2,1,3222717,3,0,0
874372913,0,0,0,0,1,0,75,3,7,2,3,1,4,0,604403,9,0,0
466599019,0,1,1,1,1,1,64,3,7,2,3,3,5,0,674472,8,0,0
260016972,0,0,0,0,0,0,56,2,8,2,5,2,6,0,954743,8,0,0
617797077,0,0,0,0,1,1,58,3,9,2,4,3,5,0,764756,11,0,0
975438630,0,1,1,0,1,1,36,4,10,3,5,2,4,1,3856452,12,0,0
113714745,0,0,0,1,0,0,34,1,4,0,2,1,2,0,437209,7,0,0
968243165,0,0,0,0,0,0,50,3,6,2,3,4,5,0,592974,6,0,0
773893116,1,1,1,1,2,1,49,1,4,0,3,1,3,1,3410131,6,0,0
800217427,0,0,0,0,0,0,34,4,9,3,5,1,4,1,3789560,11,0,0
828724699,0,0,0,1,0,0,6,4,10,3,5,2,4,0,1033682,12,0,0
941237731,0,0,0,0,0,0,25,1,5,1,2,3,4,0,387979,7,0,0
657089005,1,1,1,2,1,1,41,4,9,3,5,2,3,0,1005620,11,0,0
825107214,1,1,1,2,1,1,52,3,7,2,4,3,5,0,765115,9,0,0
69894226,1,1,1,1,1,2,33,4,10,3,4,1,2,0,791547,12,0,0
409385710,0,0,0,0,0,0,42,3,7,2,3,3,4,0,623776,7,0,0
452617886,1,1,1,2,1,1,42,1,6,1,4,2,5,0,773042,6,0,0
507198615,0,0,0,0,1,0,44,1,4,1,2,1,3,1,3279511,6,0,0
101157521,0,0,0,0,0,0,28,3,8,3,5,1,3,0,995074,9,0,0
722474683,1,2,2,1,2,2,37,4,9,3,4,1,2,0,797427,10,0,0
983146944,0,0,0,0,0,0,49,3,8,1,4,2,5,1,3648491,9,0,0
274326224,0,0,0,0,0,0,41,3,9,3,5,1,2,0,974877,11,0,0
340990529,1,1,1,1,1,1,64,2,6,1,3,2,3,0,592734,8,0,0
105328331,0,1,1,1,1,1,77,3,10,2,6,0,1,0,1138772,11,0,0
61665455,1,2,3,1,2,3,78,1,4,1,2,3,5,1,3273999,5,0,0
687447683,0,0,0,0,0,0,17,2,7,1,3,2,4,0,634981,7,0,0
958981789,1,1,1,1,1,1,25,3,6,2,3,2,3,0,582048,7,0,1
819700222,0,0,0,0,0,0,52,3,7,3,3,3,6,0,588895,10,1,0
96664687,1,1,1,1,1,1,44,4,9,2,4,0,2,0,760843,10,0,0
214620976,0,0,0,0,0,0,72,1,5,1,3,2,4,0,578944,7,0,0
592098366,1,1,1,2,1,1,51,1,2,0,1,2,2,0,200703,2,0,0
142087873,0,0,0,1,1,0,58,3,9,2,5,2,4,1,4104559,10,1,0
198296105,0,0,0,0,0,1,17,4,9,3,4,1,3,0,804685,11,0,1
293083061,0,0,1,1,0,1,35,1,6,1,4,3,4,1,3820003,6,1,0
190416159,0,1,1,0,1,2,31,4,11,3,6,0,2,0,1135799,11,0,0
748801485,1,1,1,1,2,1,52,3,8,2,4,3,4,0,783763,9,0,0
756831621,0,0,0,0,1,0,40,1,3,1,2,3,5,0,436668,4,0,0
676670007,0,0,0,0,0,0,19,2,6,2,3,0,2,0,570549,6,0,0
20860145,1,2,2,1,3,2,38,1,5,1,3,3,5,0,706393,7,0,0
379610082,0,0,0,0,1,1,59,1,5,1,3,4,4,1,3452394,7,0,0
314137000,0,0,0,0,0,0,26,2,5,1,2,1,4,0,410500,7,0,0
514812931,0,1,1,0,1,1,43,3,9,2,4,2,3,0,839546,12,0,0
217591720,0,0,0,0,0,0,51,3,9,2,5,2,4,0,992160,10,0,0
319183106,0,0,0,0,1,1,45,3,7,2,3,2,5,0,642837,8,0,0
314776458,1,2,2,1,2,2,46,5,12,4,7,1,3,0,1484026,13,0,0
783900926,0,0,0,0,0,0,34,1,5,1,3,1,5,0,592701,7,0,0
414313848,1,1,1,2,1,1,50,2,6,1,3,2,3,0,650907,7,0,0
228440668,0,0,0,0,1,1,52,4,9,3,5,2,4,0,968681,11,0,0
716657175,1,1,1,1,2,2,38,4,9,3,4,0,2,1,3594676,11,0,0
745431766,1,1,1,1,1,1,36,2,7,2,4,2,3,0,861302,8,0,0
264251429,1,1,1,1,1,1,41,0,3,0,2,1,1,0,398815,4,0,0
856576594,0,0,0,1,1,0,73,3,7,3,4,2,3,1,3600360,9,0,0
784684922,0,0,0,0,0,0,44,2,5,2,3,3,5,1,3405074,7,0,0
857252591,0,0,0,1,0,0,56,1,6,1,4,1,5,0,796258,8,0,0
600187828,0,0,0,0,0,0,48,2,6,1,3,1,3,0,635833,8,0,0
111064619,0,0,0,1,0,0,62,1,4,1,3,1,3,0,582182,6,0,0
576037438,1,1,1,1,1,1,60,2,6,1,3,0,1,0,574361,9,0,0
303317204,0,0,0,0,0,0,24,3,8,2,5,2,3,0,969317,9,0,0
846992262,0,0,0,0,0,0,39,5,10,3,4,2,6,1,3612139,12,0,0
45809189,0,1,1,0,1,1,37,1,5,1,3,1,3,0,577949,8,0,0
477698159,0,0,0,0,1,0,6,2,8,2,5,3,4,0,986541,8,0,0
580792729,0,0,0,0,0,0,37,4,9,3,5,2,5,0,969350,11,0,0
840141782,0,0,1,1,0,1,41,3,6,2,3,1,5,0,639205,6,0,0
526449634,0,0,0,1,0,1,26,2,6,1,3,1,4,0,578661,7,0,0
364598924,1,1,1,2,1,2,20,3,7,3,4,2,3,0,783361,7,0,0
507775134,0,0,1,0,0,2,40,4,9,2,5,3,6,0,989575,10,0,0
971062502,0,0,0,1,1,0,47,1,5,0,3,1,2,0,567943,8,0,0
536403504,0,1,1,0,1,2,29,2,4,0,1,2,4,1,3033456,6,0,0
908103739,1,1,1,2,1,1,45,3,10,3,6,3,4,1,3999903,11,0,0
104977026,0,0,0,1,0,0,28,1,5,1,3,2,4,1,3439535,7,0,0
491947911,0,0,0,1,1,0,40,4,10,3,6,0,2,0,1158436,13,0,1
197769207,0,1,1,0,2,2,63,2,7,2,4,2,4,1,3727863,8,0,0
167297352,0,0,0,1,0,0,47,4,8,3,3,1,4,0,622635,11,0,1
602547303,0,0,0,0,0,0,30,2,6,1,3,2,3,0,653139,8,0,0
477205743,0,0,0,0,0,0,10,3,7,2,3,3,5,0,592265,7,0,0
594610438,1,2,3,2,3,3,39,2,5,1,2,1,2,0,448834,6,0,0
933965326,0,1,2,0,1,2,44,3,5,2,2,2,3,0,393780,5,0,0
143206136,0,0,0,0,0,0,30,4,10,2,5,2,3,0,1007880,12,0,0
135001248,0,0,1,0,0,2,66,3,7,2,3,0,0,0,640960,7,0,0
204203808,1,2,2,1,2,2,57,1,5,1,3,2,5,1,3459444,6,0,1
303948598,0,1,1,0,1,1,13,0,4,0,4,2,5,0,781880,7,0,0
210802524,1,1,1,1,2,2,41,2,4,1,2,0,0,0,445570,5,0,0
610459720,0,0,1,0,1,1,41,4,10,3,6,1,3,0,1135354,11,0,0
115168552,1,1,1,1,2,1,32,3,8,3,4,1,2,1,3673806,9,0,0
423269545,1,2,2,1,2,3,12,1,4,0,2,1,3,0,396745,6,0,0
198501449,1,1,1,1,1,1,45,2,6,1,3,1,4,0,603245,8,0,0
877955936,1,1,1,1,1,1,41,2,7,2,3,2,4,0,592470,8,0,0
222696052,0,0,0,0,1,0,21,1,6,1,4,2,3,0,764988,8,0,0
129358767,0,0,0,0,0,0,13,2,7,1,4,2,2,1,3629618,8,0,0
597394626,1,1,1,1,1,2,56,2,8,2,5,1,2,0,1015164,9,0,0
703109385,0,0,0,0,0,0,14,4,7,3,3,0,3,0,628630,9,0,0
861066405,1,1,1,1,2,1,48,0,3,0,2,2,2,0,380537,5,0,0
289655313,0,0,0,0,0,0,43,3,7,2,4,2,3,0,890828,8,0,0
111478041,0,0,0,0,0,0,14,1,5,1,2,1,1,0,385206,5,0,0
13834361,0,0,0,0,0,0,11,2,7,1,4,1,3,0,769121,10,0,0
460987691,0,1,1,1,1,1,17,4,9,4,5,2,3,0,984633,11,0,0
940525470,0,0,0,0,1,1,13,1,6,1,4,2,3,0,827550,6,0,0
393313447,0,1,1,1,2,1,25,3,9,3,5,2,3,0,1015653,10,0,0
578156054,1,1,1,1,1,2,34,4,10,2,5,2,3,0,992173,12,0,0
878873164,1,1,1,1,1,2,17,3,7,2,4,1,2,0,826459,8,0,1
178810002,0,0,0,0,0,1,25,1,5,1,4,1,1,0,848133,6,0,0
29151353,1,2,3,1,2,3,45,3,7,2,4,3,5,1,3614294,8,0,0
366069098,0,0,0,0,1,0,25,3,8,2,4,2,5,0,776220,10,0,0
156752801,0,1,1,1,1,1,66,3,5,2,2,3,4,0,771112,8,1,0
1475663,1,1,2,2,1,3,28,2,6,2,4,2,3,0,800950,7,0,0
393556336,0,0,0,0,1,0,58,4,9,3,4,2,2,0,757148,12,0,0
692702493,1,1,1,1,1,1,17,2,8,2,5,1,2,0,991553,9,0,0
78327750,1,1,2,1,2,2,59,5,10,4,4,2,4,0,757863,11,0,0
792620617,0,0,0,0,0,0,20,3,5,2,2,1,4,0,405352,6,0,0
157522549,1,1,1,2,2,1,37,2,6,1,3,2,4,0,673345,8,0,0
77462030,0,0,0,1,1,0,57,2,5,1,2,3,5,0,410897,8,0,0
516322357,0,0,0,1,1,0,53,3,9,2,4,1,2,1,3623424,11,0,0
372629198,0,0,1,0,0,1,59,4,7,2,3,2,5,0,664646,7,0,0
152689922,0,0,0,0,0,0,66,3,8,3,4,2,5,0,765389,10,0,1
412962156,1,1,2,2,1,2,35,5,12,4,6,1,1,0,1198310,14,0,0
10528210,0,0,0,0,0,0,69,4,10,3,4,1,4,0,788967,10,0,0
949176236,0,1,1,0,1,2,42,3,9,3,5,3,5,0,997667,10,0,0
673141180,1,1,1,1,2,1,51,4,8,2,4,1,5,0,807618,10,0,0
580134751,0,0,1,0,1,2,11,0,3,0,3,1,2,0,606907,4,0,0
355545292,0,0,0,0,0,0,39,3,6,1,2,2,4,0,506337,7,0,0
627952239,1,1,1,1,2,2,26,3,9,2,5,2,3,1,3861392,11,0,0
763586989,0,0,0,0,1,1,49,2,4,0,1,1,2,0,189441,4,0,0
423387053,0,0,0,0,0,0,25,5,10,4,5,3,5,0,967871,10,0,0
881594979,1,2,2,1,2,2,20,2,5,1,2,4,6,1,3215643,6,0,0
471818063,1,1,1,1,2,1,41,1,4,1,2,2,5,0,716068,6,1,0
408587376,0,1,1,0,1,1,38,3,7,2,4,1,2,1,3636247,8,0,0
744473580,0,0,1,0,0,1,74,0,3,0,3,1,2,1,3485626,3,0,0
697882881,1,1,1,1,1,2,44,4,11,3,6,1,4,0,1206796,11,0,0
418642826,0,0,0,0,1,0,34,2,7,2,5,2,3,0,969802,8,0,0
764145509,0,0,0,0,0,0,48,3,8,2,4,2,4,0,792367,8,0,1
702367685,0,0,0,0,1,1,15,6,12,4,6,0,2,0,1152400,13,0,0
360360887,0,1,1,0,2,1,22,2,6,1,3,2,3,0,605603,7,0,0
915149017,0,1,2,0,1,2,49,4,10,3,5,2,3,0,971245,12,0,1
268695028,1,1,1,1,2,1,43,1,4,0,2,2,6,0,435045,6,0,0
221538971,1,1,1,1,1,1,29,3,6,2,2,1,3,0,434958,7,0,0
814563332,0,1,1,0,2,1,76,4,9,3,4,0,3,0,805333,9,0,0
130900726,1,1,1,1,1,2,54,2,7,2,4,3,4,0,784459,8,0,0
506821172,1,1,1,1,1,2,54,5,11,3,4,1,1,0,763056,12,0,1
175176038,1,1,1,2,1,1,34,2,6,1,3,3,4,0,580975,7,0,0
685997662,0,1,1,0,1,1,56,3,9,2,5,1,4,0,1009824,10,0,1
648302816,1,1,1,1,2,1,66,2,5,1,2,0,1,0,388853,6,0,0
489025325,1,2,2,1,2,2,49,3,6,2,2,1,3,0,429504,6,0,0
872490575,0,0,0,0,1,1,37,1,4,1,2,1,3,1,3230776,6,0,0
405603120,1,1,1,1,1,1,45,3,8,2,4,3,5,0,806879,10,0,0
298751179,0,1,1,0,1,1,43,2,7,2,4,2,3,0,856978,8,0,0
776555505,0,1,1,1,1,1,25,1,4,1,3,1,4,0,655390,6,0,0
971625560,1,2,2,2,2,3,49,2,5,1,2,2,5,1,3334887,6,1,0
772955875,0,0,0,1,0,0,64,1,2,1,1,1,3,0,278245,3,0,0
93910113,0,0,0,0,0,0,42,2,6,2,4,3,4,0,821976,8,0,0
804279368,0,0,0,0,0,0,47,3,7,3,3,1,3,0,640862,8,0,0
582258368,0,0,0,1,0,0,57,2,4,1,2,0,2,1,3288842,5,0,0
107721683,1,1,1,1,1,1,17,3,7,2,3,1,3,0,679438,8,0,0
19875315,0,0,0,0,0,0,14,4,10,3,5,0,2,0,997993,12,0,0
754275171,0,0,0,0,0,0,62,2,7,1,4,2,4,0,831865,8,0,0
635543426,1,1,1,1,1,1,45,3,8,3,5,2,5,0,1021476,9,0,1
126635053,0,1,1,0,1,2,13,4,10,3,5,2,5,0,950242,12,0,0
938202827,0,0,0,0,1,0,30,3,10,3,5,1,4,1,3818983,11,0,0
650108184,0,0,0,0,1,1,40,1,5,1,4,1,2,0,775132,7,0,0
627494113,0,0,0,1,1,1,49,4,9,3,5,2,4,0,957600,12,0,0
293532665,0,0,0,0,0,0,66,4,10,3,5,4,7,0,1033049,12,0,0
581783838,1,1,1,1,2,1,48,1,6,1,3,1,3,0,589646,6,0,0
942822433,0,0,1,0,0,1,62,3,8,2,5,3,6,0,965630,8,0,0
160285336,1,2,2,1,2,2,69,3,9,2,5,2,4,1,3794682,12,0,0
651603957,0,0,0,0,0,1,32,3,7,2,4,2,4,1,3673638,7,0,0
812793152,1,1,1,1,2,1,53,4,10,3,6,2,3,0,1205753,13,0,0
825360974,0,0,0,0,0,0,49,3,8,2,4,2,2,0,757643,8,0,0
904211256,1,1,2,1,1,2,42,2,6,1,2,3,3,0,421753,7,0,0
393176635,1,1,1,1,1,1,56,2,6,1,3,1,3,0,616662,8,0,0
950837578,0,0,1,0,0,1,55,3,9,3,6,3,4,0,1188147,11,0,0
894846649,1,1,2,1,1,2,60,3,7,2,4,0,2,0,790156,8,0,0
540278113,1,2,2,1,2,2,54,1,6,0,4,1,3,0,831179,8,1,0
390338383,1,1,1,1,1,1,33,3,7,1,4,2,4,0,801055,9,0,0
697308211,0,0,0,0,1,0,55,4,8,3,4,2,5,1,3671428,10,0,0
972708835,0,0,0,0,0,1,55,4,10,3,5,3,5,0,1030994,12,0,0
122849719,1,1,1,1,1,1,25,3,7,3,4,2,5,1,3735711,8,0,0
828766550,1,1,1,1,1,1,57,3,8,2,5,0,1,0,974701,10,0,0
468625085,0,1,1,0,1,1,51,2,8,2,5,2,2,0,1032808,11,0,0
544281202,0,0,0,0,0,0,58,3,7,2,3,1,4,1,3435897,7,0,0
792374675,1,1,1,1,1,2,53,2,7,1,4,1,4,0,795614,8,0,0
363964917,0,0,0,0,0,0,46,4,8,2,3,2,4,0,635838,9,0,0
872241507,0,0,0,0,0,0,77,2,5,2,2,3,3,0,427377,6,0,0
416909498,1,1,1,1,1,1,43,3,9,3,5,2,3,1,3863170,11,0,0
610899595,0,0,0,0,0,0,28,2,7,1,4,1,4,0,757036,9,0,0
957922459,0,0,0,0,0,1,43,2,6,2,3,1,4,0,569551,7,0,0
170112602,1,1,1,2,1,2,60,2,7,2,5,0,1,0,946809,9,0,0
467545429,1,2,3,2,2,3,55,3,8,2,3,2,3,0,726616,9,0,0
268365464,1,1,1,1,1,1,27,5,11,4,6,2,4,0,1220578,12,0,0
772279868,1,2,3,2,2,3,23,2,7,1,4,2,5,0,891376,9,0,0
63137606,1,1,1,2,2,2,61,2,7,2,5,4,6,0,1000283,9,0,0
227168781,0,0,1,0,0,2,16,2,8,2,4,2,4,0,809068,10,0,0
477761174,1,1,2,1,1,2,36,2,8,1,5,3,5,1,3820769,10,0,0
237391374,0,0,0,0,0,0,6,3,6,2,3,1,2,0,587579,6,0,0
518248002,0,1,1,0,2,1,44,3,7,2,4,0,2,0,784203,7,0,0
746888030,0,0,1,0,0,2,49,2,6,1,3,3,5,0,585584,7,0,0
862004725,0,0,0,1,1,0,37,2,6,2,3,1,4,0,579212,7,0,0
